en,zh
Where should we go to eat? It's up to you.,去邊度食飯呀？你話事啦。
I had a falling out with my family, and have not returned home for nearly a month.,我同屋企人反咗面，已經冇返屋企成個月。
The road is uneven, everyone holds on.,條路凹凸不平，大家扶穩啊！
She thought she was pregnant, but fortunately it turned out to be a false alarm.,佢以為自己有咗，好彩只係虛驚一場。
The United Nations Security Council unanimously passed a resolution to impose sanctions on North Korea.,聯合國安理會一致通過對北韓實施制裁。
It turns out that I am the last one to know this.,原來我係最後一個知道嘅人。
It has been reported that there are 1200 hectares of brownfield in Hong Kong.,報道指香港有一千二百公頃嘅棕地。
The woman who lives in next flat is always being promiscuous. It's really disgusting!,隔籬屋個女人成日喺度勾三搭四，真係見到都眼冤！
Do you feel unhappy with me? Come forward and show me what you've got !,係咪唔順超呀？出嚟過兩招囉！
His company is burning money so quickly, if it goes on like that, it will go bankrupt soon.,佢間公司燒錢燒得好快，再噉落去就嚟破產架喇。
Some musicians would buy an insurance for their hands.,有啲音樂家會為自己對手投保。
Cover your mouth when you burp, it would be really rude not to do so.,你啹氣嗰陣揞住個口啦，如果唔係好冇禮貌㗎。
The drainage service department often deals with contractors; it's a real gold mine if you're looking for profit.,渠務署成日要同判頭打交道，係笪油水地。
We should not underestimate our opponents.,我哋唔可以低估我哋嘅對手。
He spent only eight years behind bars for arson and killing two people in process. He even immigrated to Hong Kong and started a restaurant. Such a lack of divine retribution!,佢響入境處縱火燒死人，坐咗八碌就出返嚟。而家仲要響香港做茶餐廳老闆，真係殺人放火金腰帶。
I spent too much money last month, so I need to be more thrifty this month.,我上個月使錢使凸咗好多，所以今個月要慳啲。
To set up a business, you should have both drive and plans.,創業得衝勁冇計劃會失敗。
We will provide water and food for you.,現場會提供水同食物俾大家。
He looks very unfashionable in that shirt!,佢著嗰件衫好老餅啊！
The King ordered the minister to present the treasure.,國王命令大臣將寶物獻上。
How do scientists detect the shaking of the Earth's crust?,科學家係點樣偵測地殼震動㗎？
His principle is to always trust your friends.,佢嘅信條係永遠相信自己嘅朋友。
They now fall behind by ten-something marks; they'll definitely lose.,佢哋而家落後十幾分，十成十輸梗啦。
Celebrities were also tricked that their accounts were stolen once they clicked the link.,明星都中招，一撳條link就畀人偷帳號。
The battery has swollen, I am not sure if replacing the battery would fix the device.,部機嚿電脹晒，唔知換電仲有冇得救？
My uncle is a man of dignity. I respect him a lot, but at the same time I'm afraid of him too.,舅父好有威嚴，我好尊敬佢，同時都好驚佢。
The fear is still in me when we talk about SARS now.,而家諗返起沙士都好驚。
Come to us for help again next time.,下次再揾我哋幫手啦。
The situation in Thailand is now turbulent. Don't go sightseeing right now.,而家泰國局勢動盪，最好唔好去。
All our stores are open 24/7.,我哋全線舖頭都開二十四小時。
A lot of parents pull strings in order to get their children into famous schools.,好多家長為咗俾啲仔女入名校而走後門。
Could you take a pen for me, please?,你方唔方便幫我拎支筆？
Why are you so depressed lately?,近排心情做乜咁耷啊？
If you see me faint, you won't sit back and watch, right?,如果你見到我暈咗，你唔會袖手旁觀啩！
What you acquire is insufficient for you to teach others at all. Don't you ever worry that you'll be mocked?,你得啲咁嘅三腳貓功夫就出去教人，唔怕畀人笑咩？
I can't dive-in to swim. I simply push off the pool's edge.,我游水唔識跳水㗎，我𨅝池邊㗎咋。
There was a case of Legionnaire's disease in the ward, and then the shower water tested positive for Legionella, so the whole water supply system needed to be sterilised.,之前病房有病人惹到退伍軍人症，然後花灑水驗到隻退伍軍人桿菌，要成個供水系統消毒。
You ask an elderly to rush from one place to another every day. How can you do that?,你要個老人家日日騰上騰落，於心何忍呢。
The doctor said he has to stay in hospital for observation for a few days.,醫生話佢要留醫觀察幾日。
The uneven road may cause accidents easily.,條路一凹一凸，跌死人。
Going Dutch is a relatively fair system.,AA制係一個比較公平嘅做法。
You should have all your valuables with you when travelling.,去旅行嗰陣，所有貴重嘢都要跟身。
As people grow old they often love droning on about ethics.,人老咗好鍾意成日講道理，難免有啲長氣。
I don't want to bring my purse for lunch. A $500 note should be much more than enough, right?,唔想拎銀包去食晏，拎張五百蚊去都綽綽有餘啦可？
It's rush hours now, don't stand here and block the flow.,而家放工時間，唔好企喺度等人塞住晒啲人流啦。
My phone was switched to silent mode, so it didn't ring when you called.,電話校咗靜音，所以你打嚟嗰陣冇響到。
The wedding is in intense preparation.,婚禮籌備得密鑼緊鼓。
Drugs and fights are common at rave discos.,揈頭場成日有人吸毒打交。
Boeing 747 is pioneer of jumbo jet.,波音747係珍寶機嘅始祖。
All your words and deeds are kept under surveillance.,你嘅一言一行都俾人監控住。
Only can you devise such an underhand plan.,呢啲咁卑鄙嘅計謀係得你先諗到。
He is a strange man that he always does something odd and wicked.,佢係個怪人，成日整鬼整怪。
The economy is under both external and internal stress that many shops and companies close.,經濟內外受壓，好多舖頭同公司都關門大吉。
Wai-wai has lived in Australia for years so she is not familiar with Hong Kong cultures nowadays.,慧慧喺澳洲住咗好多年，而家唔係好熟識香港嘅文化。
Chinese sorna is usually played in weddings and funerals.,通常有紅事白事都會吹啲打。
If you keep a pleasant countenance, you will become more popular.,對人和顏悦色，人都會受歡迎啲。
He always thinks that people who live on Hong Kong Island are superior.,佢一直覺得住喺香港島嘅人高級啲。
It is the Queen's birthday and the royal family graced the occasion by its presence.,英女皇生日，皇室曬冷。
To overcome fear, you must face it.,要戰勝你嘅恐懼，就要去面對佢。
Last summer they went to Australia.,上個夏天佢哋去咗澳洲。
[ChatGPT]Can you help me find out if your company is hiring or not?,你可唔可以幫我打探吓你公司請唔請人啊？
A-na is going to hang out around Tsim Sha Tsui with her girlfriends.,阿娜同佢班姊妹一齊去尖沙咀逛。
Chocolate is toxic to cats and dogs.,朱古力對於貓狗嚟講係毒藥。
I didn't see how deceitful he was, how could he climb up the corporate stairs on top of my back!,我都估唔到佢做嘢咁邋遢，踩住人上位都有嘅。
With the salary so low, I might as well not do this job.,人工咁低，我索性唔做呢份工好過。
A set of fried rice with creamed corn and pork, please.,唔該一個粟米肉粒飯炒底。
The Beatles is definitely one of the best bands of all time.,The Beatles絕對係殿堂級嘅樂隊。
I feel like you have changed a lot recently.,我覺得你最近唔同咗。
He always makes us laugh. What a humorous man!,佢成日講嘢都好好笑，真係幽默。
The cake is so beautiful and tempting!,個蛋糕咁靚，實在令人心動。
It's not enough space, can you retreat, please?,唔夠位喇，可唔可以向後退？
The merlion is the landmark of Singapore.,魚尾獅係新加坡嘅地標。
I bought a down jacket for a Japanese trip.,我買咗件羽絨去日本旅行。
We have to probe the adversaries' background details in order to win every time.,我哋摸清楚人哋嘅底細，先可以百戰百勝。
George Lam's last concert is held today.,今日林子祥演唱會埋齋喇。
Rub it with alcohol, then you will be able to remove the sticker mark.,俾火酒捽下，就整得走啲貼紙印㗎喇。
Fathers-to-be are not allowed to join the dragon boat parade on Tuen Ng.,四眼仔喺端午唔扒得龍舟游涌。
It's one of the responsibilities of the customs to monitor imported and exported goods.,海關職責之一係管理貨物出入口。
I'm not homophobic, but...,我唔係恐同，但係……
Don't wander the streets after school. Go home quickly!,放咗學唔好喺街周圍蕩，快啲返屋企啊！
I will stay at home and won't be out with you guys.,我今日宅響屋企唔出嚟同你玩喇。
I took the flight from Hong Kong to Munich, and then transferred to another flight to Berlin.,我由香港飛去慕尼黑轉機去柏林。
